reaload lama bosen nunggu	negative
unnessecary automatic refresh page	neutral
good	positive
lb	negative
skrg gini buka foto loadingnya lama bgtt bgtupun dgn video dlu diperbaiki thanks	negative
elek	negative
berhenti hapus cache versi android compatible instal ulang tetep masi berhenti	positive
masuk gimana	positive
elonte musk tolol	negative
gada angin ngada hujan tibatiba akun ditangguhkan aneh lo	negative
mantap	positive
ajg	negative
loading gambar lama yaa pdhal sinyal buagus pencerahannya	positive
bagus membantu saudara jauh	positive
mati lamban diperbaiki	neutral
informatif	positive
membantu utk menyampaikan informasi publik	positive
maaf keluar trus nge bug gitu trus kadang tweet sukai nggk daftar suka maaf	neutral
tiba hilang	positive
login ribet ajgini kode emailnya g kirim kirim knp g kirim handphone aj ribet pdhl first time make tiwter akun jg g bs satunya g bs katanya kirim kodenya bakal lewat email tunggu sampe besok g ad kode apapun masuk login hadeh parah twitwr ribet g kek dlu	negative
jelek gaguna anjr	negative
good app good app good app	negative
log in masalah bagian verifikasi sms pernah benar aktif	negative
bagus min cuma kayanya masalah tuh akun kodenya lama bngt bahkan sempt gak dibolehin main	positive
bagus menarik	positive
semoga dpt kodee	positive
too troublesome due to having to pay for a few things	negative
bagus god job mantap	positive
live is beautifull	positive
kerenbagus	positive
bagus cuma liat video loding	positive
bagus	positive
good	positive
login susah masuk kode verifikasi sms	negative
aplikasinya mantap	positive
limit	positive
ulas	positive
bug perbaiki lgi dev	negative
top	positive
maaf klo ksh bimtang	neutral
terkadang scroll bawah melihat video otomatis atas terjadi	positive
akun tangguhkan mengajukan banding kali responnya lama	negative
good	positive
kurang tweet nelpon loading lama	positive
yah begitulah	negative
top markotop	positive
mencari teman setia jujur ikhlas menerima apapun adanya	positive
ga	negative
aneh bagaimana akun terverifikasi terkena copyright	negative
bagus	positive
scroll bawah tau atas perbaiki klo dipertahanin	negative
gak usah limit limitan anjrit	negative
isinya bagus	positive
kenap yaa daftar gak	neutral
mendingan tw bos	neutral
mensuspen akun alasan perilaku melanggar peraturan menyebutkan pelanggaran dilanggar	negative
bagussssssssss	positive
oke	positive
kaya fb hahaha	neutral
good paling top sedunia	positive
okelah	neutral
srikemala	positive
luar biasa	positive
adain fitur save videonya dong	negative
lama aneh update eh vers lama skrang ga buka	negative
semakin nyaman main limit akun ditangguhkan respon baik pihak	negative
mantap	positive
oke	positive
bintng brbicra	positive
jeleki	positive
mantap	neutral
this is elon musk he was a co founder and ceo	negative
rekomendasi kan tweet sopan tambahin followers dont have friends ngerti	negative
woi tot gue ko g fitur tambah akun si anjrot gue pgn koar ajg butuh akun satu publik satu private ga fitur tambah akun anj kumaha ath	negative
loading video berat gak sebelumnya	positive
asik hiburan	positive
aplikasiny rumit benar suka	negative
jaringan stabil lemot loading lama foto video gelap gulita masa lalu	negative
pokoknya cukup bagus	neutral
mantaff	positive
bagusssss	positive
ngga daftarpas ngirim kodekodenya ngga munculpas voba nomer didaftar	negative
dibatesinn	negative
baguss wajib install	positive
babik kode verifikasi gak muncul sms	negative
twetter top	positive
mantaap	positive
akun dibatasi sebabnya porno provokasi santun	negative
laoding	positive
daftar	negative
woi pihak pengguna henphone kejadian muncul iklan meserahkan bermain game buka yng memunculkan iklan perbaiki	negative
masuk tiba keluar	negative
gj	negative
ga masa ga masuk akun verifikasi	negative
ngk ngirim pesan teman	neutral
selamat tinggal blue bird rest in peace	neutral
buruk error	negative
jelek	positive
bagus	positive
bagus	positive
mantap	positive
sy sk manap	positive
membantu	positive
betul bug scroll account balik atas cuma andro mohon diperbaiki krn sht mengganggu terima	negative
tertarik	negative
keren	positive
keren	positive
qaaaa s wa qm	negative
good	positive
bokep semakin blok tambah saking banyaknya sampek gak berani buka tempat umum karna muncul bokep vidio porno	negative
jelek	negative
asek	positive
after updating a while ago until today cant open please fix this problem thanks	negative
jos	positive
tingkatkan fitur	neutral
aq suka bkp aman	positive
good	positive
diserang	positive
maaf jlk masa minta kode berulang kali tetap g suara telepon kan kecilsuaranya g jls	negative
loging	negative
beda suka	positive
sampah gabisa akun	negative
puas dgn segalanya follow passrachma eaa	positive
mendaftarkan ponsel	negative
lama lama jelek sinyal bagus gak space load gambarnya lama hadehhh perbaiki	negative
seru baca tweet org cerdas	positive
puas	positive
keren liat video porno sini	positive
payah baru ga dikirim kode otp auto delete	negative
update lambat	negative
good job	positive
biasa	positive
akun eh kode verifikasinya ga dikirimkirim pencet kirim ulang beberapakali tetep ga dikirim massage	negative
bagus	positive
bagus	positive
aneh	negative
jelek	negative
bagus	positive
lancar	positive
masuk ad masalah jaringan jaringan ny fine fine ajh gini	negative
nyaa bagus	positive
santai main infonya update trims	positive
liat vid muncul masalah pemutaran kuota lancar lancar	neutral
bagus	positive
bokepnya	positive
yah lumayan bagus	positive
seru	positive
membantu	positive
mantap bagus	positive
bagus mantap	positive
akun sy tangguhkan	positive
goodyes	positive
daftar	negative
mengecewakan	negative
ngelag elahh kenapaa cobaaaa	negative
update gabisa buka dm pencet dm muncul hitam mengirim pesan diperbaiki	negative
app bgs	positive
woy napa masuk login kode masuk anj dah kirim ulang kode mlah tulisan memprivikasi telepon	negative
good	positive
suara ilang perbaiki	negative
elon asw usn twit gue ga ganti	negative
good	positive
memakai baru tetap menyelamatkan lama	positive
kg bsa d bka anj	negative
keren	positive
daftar gabisa alasan periksa sinyal nonton yt lancar dimaksud apaan	negative
stlh perbarui lemot poll mohon perbaiki lg	negative
good app	positive
tolol	negative
mu br tmn sini	positive
remot barang penting	positive
lemot bgst	negative
dukung selama kagak diblokir	positive
suka	positive
beritanya aktual	positive
good	negative
digunakan android versi	positive
good	positive
bagus	positive
mantap	positive
knpa gbisa donlot anjjjjjjjjjjjjjj	negative
mudahan lbh bagus jg berkualitas	positive
konten tdk pantas	negative
bagus	positive
dewi umur thn sala umur	positive
keren	positive
semua punya kelebihan masingmasing menyukai sekian terima gaji tiga belas jangan lupa berbagi	positive
sarana membangun edukasi	positive
sula scroll halaman atas sampe kesel udsh baca jauh ternyta balik atas toling perbaiki	negative
krn pke limit kshi satu	negative
perlu jgtwitter	negative
aplikasinya suka ngebug dah like postingan orang like kadang kadang gak	negative
lama gak online giliran balik email sandinya masa nginget username gue gua mana tau babi editoke masuk lewat lupa kata sandi	positive
sesat berhenti pmo dong	positive
bagus nget nget	positive
bagus	positive
bagus	positive
upload gagal	negative
update berita impormasinya terimakasih	positive
masyaallah	positive
asu iklan mulu anjing ngangu orang main ngentf	negative
kerennn	positive
asyik	positive
kode verifikasi nomer ga	negative
kesini berat	negative
kode sms taik	negative
baru upgrade biar tambah bagus dm mutermuter ga berhenti gimana caranya jaringanku bagus	negative
napa abus d update aneh gini baca ulasan tuh bukannya biasanya anteng aj d ulasan terakhir jd awal atw scroll atas risih tau ga ganggu pokoknya balikin semula jd ga fokus bacanya	negative
kesalahan teknis mulu heran deh‍	negative
nabsvvaj	negative
semangat semangatokok semangat semangatokok	positive
mantap	positive
loveeee	positive
muter video bkin emosi	negative
eror yah ngga refresh ngga login gmn plis	negative
aneh bangett cobaa kenapaa gabisa login masukin mendukung aktif nomornyaa emosi diperbaiki gimana biar bisaa loginn makasii	negative
nice	positive
mayan	positive
mantappp	positive
whatsapp	negative
masalah pemutaran video	negative
gajelas ni	negative
akun masuk telpon gak	negative
goblokkk	negative
apaan akun sms ga muncul	negative
ganti data	positive
semakin males main akun akun berprestasi ilang centang birubya	negative
oktop	positive
bagus	positive
nice	positive
dibatas in segala	negative
china daily	positive
mantap	positive
daftar masukin salah melulu bener masukin nomernya	negative
ah mantap	negative
good for look r	positive
akun sus gabisa balik balik beberapa kali mengirimkan banding twt help tetep ga dibantu	negative
update lama	neutral
riska nita putri	negative
gak dibukaaa	negative
nuhun	negative
satukay	positive
mantap	positive
very good s	positive
bgus	positive
perbaiki time line beranda masa scroll bawah tiba tiba balik tweet atas semepet uninstal tetep hasilnya	positive
keren	positive
gabisa masuk semenjak update	negative
bagus	positive
info terupdate dunia pergibahan bagus	positive
kesini gara amanda manopoooo gaes	positive
susah login anjrit	neutral
baru update ga dibuka klik lgsg tutup	negative
bagus	positive
kebanyakan update	negative
aplikasinya bagus	positive
ko gak download	negative
tong dong kotak dm munjulin semua ko sebagian ga kotak dm	positive
hari jelekgak jelassulit dipakai	negative
tanam lh benih baikmaka menghasil kan tunas baik jgn lupa memohon kpd	negative
merupakan sosial media terbaik	positive
error mlu masa gua daftar mlu setan bngt ni	negative
bagus	positive
b	positive
tambah akun baru caranya gimana fitur tambah akun jangan ilangin	negative
good	positive
cool	negative
top	positive
payah daftar ny	negative
jagalah	positive
bagustop dah	positive
bokep lokal crottt	positive
bagus	positive
bagus bangettt	positive
tidaa daftarkan nomer telpon padahall telpon suda benar tp ga kirim kode verifikasi	negative
kereeeen	positive
login twt katanya mendaftarkan ponsel tunggu beberapa hari tetp hapus data jga tetp diperbaiki klo dh login tambah	negative
dahlah	negative
top	positive
tempat cari ga menang	positive
candu	positive
samfah daftar susah	negative
login susah knol	negative
susah update	positive
helloim from indonesia im here to submit a complaint regarding a phone number that can not be used to provide an account request that this number of complaints can be considered im here to submit a complaint or maybe there is a problem with account creation	positive
siip	positive
login berkali kali tetep ga masuk email n teleponnya bener telepon ga masukin situ	negative
error	negative
memang oke dn smoga oke	positive
buka video durasi detik bufferingnya setahun	negative
baguuus baguuuus nice nice	positive
mboh	positive
perbaiki bagian akun user baru mencoba terhalang mana mendaftar haruskan memasukkan telepon didaftarkan kode otp pernah muncul	negative
please fix always jump to top when scrolling and back its annoying	neutral
hari jelek sistem login susah membuat orang nyaman	negative
kreeen	positive
kembalikan pemutar video lama baru jelek jangan ikut ikutan tiktok deh	negative
omg twittard people so ugly sjw bla bla bla	negative
membantu dlm menambah wawasan pengalaman pemikiran positif	positive
djjjalll anehh g login erorrrrr mluu kocakkk	negative
bagus	positive
jelek bet dah mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm	negative
mantap	positive
sus	positive
mantap	positive
broken app chatting on twitt likes to be problematic alwayss	negative
suka	positive
kadang suka keluar buka suka heran sistemnya tiba akun orang suspended gak tau kesalahannya	negative
ancur parah terburuk lainnya kaya reel ig yutub aman	negative
sampah dosa bertebaran	negative
bagus	positive
good	positive
good	positive
wuu	negative
bgs	positive
daftar akun baru	negative
hhh	positive
notifikasi muncul terkadang senonoh mengganggu karna terlalu frekuen walaupan jarang digunakan kontrol pengguna penggunanya baik	negative
nonton	positive
tingkatkn lagilah biar jd medsos teratas	positive
instal berkali tetep ga	negative
siplah	positive
fitur fleet gaada jelek skrng	negative
jelek si twter skrg kuota sinyal ful gbsa liat fotovid jelk bgttttt	negative
membantu bund	positive
bgus	positive
semoga download beneran hadiyah amin wkk	positive
siiiip	positive
puas	positive
best media info publik hehe	positive
masalah copyright segera diselesaikan terimakasih	negative
puas an mantap	positive
videonya lemot lancar	negative
good	positive
akun tangguhkan permanenpadahal melanggar ketentuan tetapkan	negative
mantap	positive
jelek	negative
main game	positive
siap	positive
bagus	positive
ngingik	positive
mantaaap	positive
gak install	negative
oke	positive
cant install this app	positive
jujur sebel gegara liat konten thread paling atas	negative
stream video lambat sinyal bagus	negative
mantap	positive
bagus	positive
kecewa kali inisejak tanggal desember mendaftar akun baru mengunakan nomer telepon keterangan mohon masukan nomer validsedangkan nomer gunakan benar harap pihak memperbaiki kesalahan secepatnya mendapatkan reting baik	negative
kalau puas tambah	neutral
gaol	positive
rumit login entah kebanyakan korup mungkin	negative
akun gapernah dipake login ditangguhkan permanen ga pernah tweet apapun akun baru gabisa	negative
suka	positive
bgus bngt	positive
fix doodstream pleaseeee	negative
mantap nyari bahan semua macem macem genre macem macem jenis	positive
update mulu	negative
ngerestart	negative
nice ingfo	positive
ngelag update males	negative
jaringan bagus pasasukin password kek gitu suruh cek jaringan dah wifi data proses cepaty	positive
menemu kan yaoi boy lovers	neutral
good	positive
bagus	positive
gabisa dibuka	negative
bagus	positive
jelek kacauuuuuuuu	negative
mnta	positive
bagus	positive
good	positive
best	positive
baik info percaya	positive
good	positive
halo skrg knpa anehh	negative
keren	positive
ga dibuka euy semenjak update sekalinya laglag	negative
jlas	negative
retweet like njir	negative
bacot lo twiter email pulaudah kode verifikasinya gadikasih kasi	negative
bagustapi sayang gak ngunduh video	positive
berat aplikasinya buffering mulu	negative
top	positive
ngelag	negative
mantap slur	positive
bagus	positive
good	positive
baru belajar	positive
tambah bug	negative
matap	positive
sekedar hiburan ajalahu	positive
gak login yaaa	negative
jelek	negative
memberi informasi komunikasi bermanfaat	positive
bagus	positive
keren parah	positive
payah ko keluar masuk sebelumnya enak rrrr	negative
bagis	positive
mantap	positive
bagus	positive
top	positive
sippp	positive
loadingnya lama	negative
ngg bgs biasa ku baca artikel tntg kpop tp skrg jrngan ny lemot bngtt pdhll wifi ku kuat gt loo perbaiki y	negative
bagus	positive
susah login benar ketik nama pengguna gagal login	negative
bokepnya	negative
pengen liat bokep	positive
kerenn sehat	positive
habis update pembaharuan buka	negative
aplikasinya bagus nyari bokep makasih binomo	positive
kakkok habis update tiba akun ku kehapus logout trus kemaren akun download app lainakun ku lama gimana nasib	negative
suka gagal balesin mt nge tweet lancar tampilan kaya platform sebelah jelek	negative
update bukan bagus ga buka akun	negative
suka login bermasala	negative
hii pakai twt lama baru kaya gini tadi uninstall twt tadi twt ngebug enak enak baca au tb tb atas engga sroll deh saran temen ku nah download masukin akun ternyata mohon pihak twiter memperbaikinya mohon lihat komenan terima	positive
suka eror memutar video	negative
sosial media berbagi informasi	positive
sukaaak love love	positive
gg	positive
gak update twit	negative
pk	negative
bisanya akun org gak masalah kena copyright akun suka ngehate nyebarin info palsu dibiarin gitu twittermaliciousdmca	negative
mantap pokok dahsyat	positive
mantaaab	positive
daftar akun aj persulit	negative
muncul iklan	negative
ni si biru	negative
kebijakannya buruk menyusahkan user	negative
baik	positive
bokp	negative
ga mutar video	positive
nice	positive
ojok lemot	positive
pemutaran video mlh layar hitam perbaiki	negative
lemott	negative
plis pengguna sy login akun lama mengecewakan login game pakai sy ga sengaja hapus pengguna kembalikan akun	negative
siap siap	positive
buka pesan	negative
zf	neutral
knp foto profil saia digantii	negative
iklan lu ilangin gangu lu	negative
bagus	positive
verifikasi nomer telepon lama ga ngertii sebenernya niat ga platfrom sosial media	negative
keren	positive
asu raiso login email ponsel bener tp tetep ga login	negative
maaf rekan trebel dkit pd sdg diupayakan pd terkait trims	positive
konttool akun pubg ilang ngenttoood lu konttool	negative
paya	negative
thanks its so bermanfaat	positive
gabisa searching	negative
update jlek sumpah jele update an terbarunya	negative
oke	positive
bagus	positive
good aplicasion	positive
bagus digunakan	positive
baru jg lg nyobain nih	positive
punya klo logout gak pernah	neutral
so lite ga cari rezeki walaupun kdang suka sebel jeki	positive
login akun baru susah tautin telepon hadeh	negative
aplk baguss	positive
pantesan rating kamu jelek login susah	negative
baik	positive
suka aplika	negative
akun ditangguhkan alasan	negative
sembarang	positive
like	positive
gaje	positive
ribet login	positive
terjadi bug	negative
luar biasa	positive
punya kayak eror gitu hpus instal moga lancar	negative
ng daftar susah suruh pilih gambar laverifikasi telpon ntah sampaikan kya facebook donk kirim kode langsung lgi lngsung bisajelek inimenyusahkan orng pnya tweeteraut lngsung hapus ni tweeter ng	negative
gak daftar keluar	negative
okok	positive
yy	neutral
bug memutar video perbaiki secepatnya rating turun pengguna menunrun	positive
good	positive
dikit dikit tangguhkan seru anjeeeng akun gue hack orang pihak gamau bantuinn kzl	negative
sumpah kesel apl dah instal muncul iklannya malahan menulis ulasan muncul lagiii terganggu sumpahhhhhhhh	negative
pemutar otomatis video buruktidak berputar otomatis	negative
mantap bokep	positive
good polllllllllll	positive
bagus	positive
bring back fleet	negative
good	positive
suka twiter skrg gak jlas keluar masuk sdri makanya apus twiter dri	negative
semenjak dipegang elon semuanya duitin	neutral
bagus kali informasi terkini membantu	positive
bagaimana cara atur nada dering bagian pengaturan notif suara pengaturan mohon dong responnya	negative
hahaha pakek gegara instagram pak yu ig	positive
aplikasinya jelek vidionya gak hd	negative
orba	positive
gud	positive
upgrade lama bngt muternya berhenti padahl wifi dikantor bagus ahkirnya pakai data tetap lama diperbaiki mas	negative
gak bsa download	negative
apliksinya tau jels krna blum d download	negative
perbaiki sy membuka knp langsung keluar	negative
login salah tiga kali trus ban keren	negative
oke	positive
gangguan nih uninstall	positive
good	positive
update jelek tiap nonton video dikit loading mulu pokoknya cacat	negative
satpol	positive
tampilan ui aneh terlalu memenuhi layar enakan versi ui taik dong dirubah ga nyaman scroll	negative
kerennnn	positive
nice	positive
gak akun	neutral
hampir hari akun gue logout gue login unfoll perbaiki min	negative
membantu menonton film pekob	positive
baguss	positive
suka buka iklan mengganggu mabar tuu langsung muncull pasnya ketemu musuh iklannya selesai eeeehh dah matii ni tulis nii postingan eeeee nerobos iklannya dah pengaturan blokir semua pemberitahuan tetep nerobos iklannya mungkin semoga iklannya gak nerobos	negative
apaknya diupdate bukan tambah bagus tambah lemot buka foto mesti nunggu lama untung klo nunggu kebuka fotonya inimah kaga mesti keluar masuk kebuka	negative
gagal elon musk tolol	negative
bgus si sayang	positive
cukup muaskan	positive
nama pondok penyanyik caloko	positive
sayonara	negative
bagus	positive
developer mendaftarmembuat akun memberikan data diperlukan penyelesaian pembuatan akun mencoba website mohon ditangani diberikan panduan	neutral
mntul	positive
lumayan	neutral
suka vidhot sex gay	positive
oklah	positive
baguss	positive
terbaik	positive
perbaiki veritifikasi telfon	negative
time line hilangyang ikuti hilangbagaimana pihak twittersetelah rubah kata sandi	negative
hawe nye busuk nn jgn download	negative
mayan	negative
ijin min bntu kko masuk kluar	positive
punya songong apaan ngeliat tweet doang dikasih limit kehilangan pengguna bakal uniinstal	negative
membuka jendela dunia	positive
huyyuuh mantap	positive
ytta	positive
papa ngelek mohon diperbaiki ki nih	positive
apasih dikitdikit lock dikitdikit suspend lo tukang kunci	negative
bagus	positive
gak danta kode verifikasi ga dikasih	negative
dong jangan menampilkan gambar pornografi merekomendasikan akun porno	negative
kalau tiap update dibikin kecewa update terbaru tombol like biasa ujung kanan pindah tengah bagian ujung kanan angka engagement pencet tombol paling kanan ngelike muscle memory orang orangorang terbiasa pencet tombol paling dekat jempol kanan ngelike bisabisanya punya ide ganti posisi tombol like tengah tombol paling kanan angka engagement aneh jelek	negative
ga pernah	negative
perbarui semakin lemot pdahal suka	negative
aneh	negative
daftar susah ngirim kode katanya tp ngak kirim kirim pakek gmail ehh suruh pakek repot berbelit belit	negative
keren	positive
mantab brayyyy	positive
kemarin scroll asyikasyiknya tibatiba eror melihat kolom komentar ulasan retweet orang jiwa kepo ku merontaronta lalu liat berita simpang siur mengenai jumlah pembatasan kuota tweet kecewa aturan perasaan terkena limit bingung hiburanku gabut bingung ngapain akhirnya cuma tidur sepanjang hari huhuhu	negative
bagus	positive
bad	negative
best	positive
gua kagak akun dibilang nomer gua kagak dipake	negative
oke	positive
akun login disuruh masukkan telp dimintai kode otp pernah menerima kode otp maksud	negative
testing	negative
akun gue suspend mulu tp krna gue baik gue sus lg langsung gue kasi yah awas	positive
blm nyoba	positive
pemutaran video bermasalah sinyal baik	negative
mantap	positive
xxxkom	positive
ikan teri ikan tongkolmantap	positive
gagal masuk kesalahan teknis mulu jd jarang buka mpe gonta ganti tetep ga masuk	negative
reels spt fb monetisasi adstream dijamin rame	positive
keren aplikasinya	positive
tiba blokir ga ga login	negative
best	positive
bagus nyari bokeo	positive
sedang dg adanya	positive
mantap	positive
good	positive
cukup bicara	positive
terimakasih kawan memberikan video bokep	negative
mantap	positive
lemot	negative
mantul	positive
disukai	positive
ga masuk ga padalah playstore tulisan buka	negative
baguslahh	positive
keren	positive
isi rta rta seks	negative
trimakasih	positive
nice	positive
bagustpi knpa chrome masukan ny	positive
mantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantapmantap	positive
yaa tpt berita baru deh pokok	positive
jelek skrg	negative
goooddd	positive
jlek	negative
space diadakan ngetik on mic	positive
lagggg	negative
seru bcal	positive
jelek	negative
oke	positive
bgs bngt sumpah	positive
bagus	positive
pihak d mohon d perbaharui dri fitur dm man soalnya susah klo replay pesand mohon d perbaharui lgi fitur bagus cma d dm man sja	positive
tambahan fitur unsend dm	negative
top	positive
ra iso login	negative
top	positive
it runs wellfor now	neutral
blogv	negative
semua jenis iklan usaha menjadi mudah	positive
komtol ga play video	negative
top	positive
sini jelek	negative
lag n fc	negative
lancar menghibur	positive
jembotkaga akun	negative
akun tangguhkan renspon	negative
good	positive
bagus	positive
tolol kode verifikasi kirim	negative
keren	positive
butut	negative
good	positive
found bug and so annoying when scrolling then timeline back to top again please fix this	negative
bagus tp seleksi pengguna dibawah umur berikan sebuah pembatasan pengguna dibawah umur	positive
bang akun ku nt mulu dah refresh ga buka pesan gak tangguhkan ga ngerti	negative
download berkali kali	negative
kren	positive
nice	positive
video timeline diputar	negative
telon	negative
elon musk uraaa	positive
burukakun tibatiba tangguhkan tolol gak pernah anehanehmana gabisa ganti akun	negative
berkat lihat bok	positive
bagusmantaps	positive
bagus	positive
cuuiiy	positive
baikkadang kemot	positive
seep beritae jarang hoak	positive
down	negative
hari search error mulu	negative
baik	positive
alwys love this	positive
bagus	positive
ooosebanyak komentar orang dg keluhan berbagai macam keburukan tweter versi gak direspon maksud kalian bangssattt	negative
update	negative
suka	positive
bosan	negative
bagus loh	positive
club bkp	positive
bad	negative
tingkatkan kwalitas ny	positive
bagus	positive
jelek lelet kirim kode gak pakai sms gak anjir ribet tau gak	negative
siiiif¡¡	positive
terima	positive
akun kaga kamaren pale saldo saldonya tetap kaga kodok	negative
v xvc d d x xx vc xu b vc‍avn z v z x zbbz c v czbb v zznmxb	neutral
loading ko lama kali	negative
koplak anjir	negative
very nice	positive
gak download ni gimana sinyal bagus penyimpanan	negative
wuy keluar iklan twiter gua	negative
waraawwqa ∫¯¯ʕ´•ᴥ•ʔ	negative
memperbaharui jelek gak jelassss balikin dong duluuuuu	negative
bagus zy suka	neutral
tutor biar twitt story dong ko gda y pdhl uda update	positive
cewek gue marah	negative
ga bahasa ibggrisyg penting puter puter	positive
update tersa ringan ku kira saling suka turns out its just me	positive
berikan akun sy lupa ingatkan sy	positive
good	positive
suka	positive
baru daftar nomer and sms verifikasi gamasuk masuk ulang ulang selama minggu ga masuk	negative
gak login	negative
bagus	positive
good	positive
cakep lanjutkan	positive
bnyk bkp ga si	positive
bagus	positive
good job	positive
akun ga anj	negative
bagus	positive
gajelas	negative
gwe download cuma mob vote doang	positive
yo ndak tau tanya	positive
nice application	positive
ga login masuk menu utama registerlogin	negative
gampang digunakan	positive
daftar susah	negative
auto refresh made me mad	negative
too many useless policy	negative
good jobb pertahankan	positive
mantap	positive
jam x install ulang buka loading	negative
bagus seru	positive
jeeeleek bangeet jaringannya kayak taiii	negative
mhn tambah menu menu lainya emogi icon unik stiker stiker unik tampilan diperbarui mungkin gonta ganti tampilan tweeterserta fasiltas selaon spacefm	positive
mantap	positive
najis tambah gajelas	negative
mantap	positive
beberapa bug membuat nyaman mohon diperbaiki nyaman menggunakannya	negative
bagus komunitas buruk gentayangan	positive
top	positive
membantu menemukan informasi terupdate terviral	positive
fitur trending today membantu mendapatkan berita thank u	positive
apknya baguss kedepannya tambahi fitur search bookmark dong biar gampang gitu lo nyari tweet dibookmark ga repot yea rating usia diubah dong keatas	positive
to bad	negative
bagus	positive
bagus	negative
tau deh mls beli truck	negative
mudah memuat gambar hei lambat melihat gambar video	positive
bagus	positive
ga login susah gagal	negative
timbulin fleet dong	neutral
login keluar gimana pihak mohon perbaiki ga menggunakan nyaman please	negative
say sorry emang begini engga kurang tau akhir memperbarui tweet kali sorry thank you	positive
membantu	positive
login otp masuk berjam berjam menunggu segera diperbaiki	negative
plis jangan logout dong	positive
tingkatkan aplikasinya	positive
love love	positive
mobon perbaiki	neutral
kalau bagus	negative
mantab	positive
mudah	positive
mantap pokoknya deh	positive
kukira masalah load gambar video cuma punyaku sampe update terakhir liat review ternyata kendalanya diperbaiki	negative
acc suspend mulu maulu apasi fitur unsend dm kek fitur gak penting mulu	negative
males login google mintain username lupa gimana dah ribet harusnya pakee google tinggal login katasandi kali	negative
mmq	positive
teman	positive
ysj	negative
gabisa login	negative
masak email gunakan tulisannya seriing pakai	negative
puasss	positive
emang sial twiter ni daftar kode aj nd tekirim kirim emang sial sial	negative
gak akun gak ad verifikasi nomer sya	negative
bagus	positive
update jd ribet gausah ni kocakk	negative
taeek masa akun nggk bsa bukayg bner nh tweeter	negative
mantap bro all	positive
dibatesin sejam nunggu besok kebijakannya aneh	negative
bagus cari informasi disini	positive
super deh pokonya	positive
good	positive
good	positive
suka	positive
good	positive
suka versi kemaren restar masuk pakai versi g	negative
tolonngggg perbaiki	positive
dede	positive
membantu info cepat	positive
good	positive
top	positive
ga kendala tetap oke	positive
hah cetang biru spesailnya	negative
mntap	positive
bagus bangett	positive
baik	positive
gak akun baru email yng daftar tlp gabisa deh perbaiki dong gak nyaman pengguna	negative
ga	positive
best	positive
simpel	positive
gajelas ganti password tiba tiba hilang akunnya	negative
loading videonya lama	negative
membantu kendala akun dah hub help center lama balesan emailnya bantu nih via playstore	neutral
luar biasa terima atas segala partisipasi	positive
kemaren update trs login tp tiba keluar uninstall berkali tetep masik gak keluar	positive
medsos terbaik	positive
iki nyapo jane ra iso login he emosi	neutral
please akun lock tiba mengganti kata sandi kecewa aneh gakaya sedikit ngelag tiba log out jelek sumpah	negative
senang dpt bergabung semoga bagus layanannyatrimakasih	positive
good	positive
tuwiter busuk telepon aktif verifikasi	negative
elon kntol	negative
baus	positive
update login akun langsung hilang	negative
bagus	positive
belumbegitu mengenal baru tau semua ttg isi	positive
nice	positive
ngga sukkkaaa gweh berantem siniimnusia fiksi pke limit segalah	negative
top	positive
gajelas limit segala	negative
suka aplikasinikl permudah kn	positive
bagus	positive
apalaj	positive
good	positive
keren	positive
au bagus	positive
jelek flop gajelas	negative
semakin bermanfaat banyaknya sumber bertita	positive
love u	positive
copyrait	negative
t	negative
lihat video foto lamaaa loading signal bagus cek ga ngelag update baru tambah parah suka main twt keluar ganggu males buka twt dong perbaiki	negative
follow us djiantuk	positive
limit is sucks it is not merely how to engage with real life it is about releasing stress and sad that you cant get in real life go get real real life for yourself then if you can	negative
bug anj	negative
diskriminatif	negative
blu jowo	negative
top mantap is best	positive
baru blm tau	negative
senang	positive
gg	positive
on	positive
bagus mudah gunakan	positive
jaringan bagus vidio gambar muncul aman	negative
membantu	positive
update mengenai fitur copy caption kayanya baik dibalikin semula sejujurnya efektif efisien mempermudah reupload video quote tweet	negative
bagus	positive
madep wel	positive
menggunakan perangkat baru terlalu memberi postingan akun tangguhkan terimakasih atas layanannya	negative
bagus bagus pakai	positive
fitur download foto tambahkan fitur download video	positive
ga daftar iniiiiii	negative
good app	positive
siip	positive
oke	positive
bagus	positive
mantap	positive
apl mntul	positive
dz gcgmmozn mm	positive
cant load image and play video bad	negative
bilang ni ngebug segala macem kelen ganti tolol	positive
bagustapi terlalu up date	positive
sex papua gunung	positive
iklan ilangin cok	negative
nyoba	neutral
oke mantap	positive
punya twitternya dibuka alias yaa mohon balasannya	negative
good	positive
mwntul elon	positive
oke	positive
hehe	positive
update buruk base both berbayar inget elon terkenal tuh base both anjritt lu jelek berbayar	negative
bokep	negative
suka	negative
mantap	positive
kesulitan dam meverifikasi	negative
jos	positive
lumayan	positive
baguuuuuuuuuuussssssssss amannnnnnnnnnnnnnnnn	negative
mantabek	positive
prik	negative
